,BUS1,BUS2,BUS3,CI,G_MAG,B_MAG,WI1,WI2,WI3,WI_V,WI_A,ARE,OWN,NAME,BUS4,NAME2
2444,5720,5721,42349,08,0.000,0.000,1,1,1,1.081051,46.77039,711,0,JARDIM-SE500-JDM-T8-S,42348,JDM-T8-SE000
2445,5720,5721,42351,07,0.000,0.000,1,1,1,1.081919,46.95046,711,0,JARDIM-SE500-JDM-T7-S,42350,JDM-T7-SE000
2446,5721,5723,0,01,0.000,0.000,1,1,0,0.000000,0.00000,712,0,JARDIM-SE230-JARDIM-S,,
2447,5721,5723,0,03,0.000,0.000,1,1,0,0.000000,0.00000,712,0,JARDIM-SE230-JARDIM-S,,
2448,5721,5723,0,04,0.000,0.000,1,1,0,0.000000,0.00000,712,0,JARDIM-SE230-JARDIM-S,,
2449,5721,5723,42265,02,0.000,0.000,1,1,1,1.025046,41.83635,712,0,JARDIM-SE230-JDM-T2-S,42264,JDM-T2-SE000
2450,5725,5700,0,01,0.000,0.000,1,1,0,0.000000,0.00000,711,0,PSERGI-SE500-PSE-G-UT,,
2451,5725,5800,0,01,0.000,0.000,1,1,0,0.000000,0.00000,711,0,PSERGI-SE500-PSE-V-UT,,
2452,5726,5727,0,01,0.000,0.000,1,1,0,0.000000,0.00000,712,0,CRLAND-BA230-CRLAND-B,,
2453,5732,5733,44511,01,0.000,0.000,1,1,1,1.022930,51.93939,722,0,SANTII-AL230-SANTT1-A,44512,SANTT1-AL000
2454,5732,5733,44549,02,0.000,0.000,1,1,1,1.022927,51.93938,722,0,SANTII-AL230-SANTT2-A,44513,SANTT2-AL000
2455,5734,5737,44131,01,0.000,0.000,1,1,1,1.013483,55.21133,772,0,PNBIII-PI230-PNB4T1-P,44130,PNB4T1-PI000
2456,5734,5737,44133,02,0.000,0.000,1,1,1,1.013483,55.21133,772,0,PNBIII-PI230-PNB4T2-P,44132,PNB4T2-PI000
2457,5739,5742,0,01,0.000,0.000,1,1,0,0.000000,0.00000,702,0,CNOVA2-BA230-CNOVA2-B,,
2458,5740,44155,0,01,0.000,0.000,1,1,0,0.000000,0.00000,711,0,OLINDI-BA500-OLINDI-B,,
2459,5741,5743,5895,01,0.000,0.000,1,1,1,1.019871,42.64607,712,0,NSSOCO-SE230-NSCT1--S,5894,NSCT1--SE000
2460,5741,5743,5897,02,0.000,0.000,1,1,1,1.019866,42.64023,712,0,NSSOCO-SE230-NSCT2--S,5896,NSCT2--SE000
2461,5750,5751,43983,01,0.000,0.000,1,1,1,1.036493,39.11479,711,0,CAMAC2-BA500-CMD-T1-B,43982,CMD-T1-BA000
2462,5750,5751,43985,02,0.000,0.000,1,1,1,1.037343,39.15879,711,0,CAMAC2-BA500-CMD-T2-B,43984,CMD-T2-BA000
2463,5750,5751,43987,03,0.000,0.000,1,1,1,1.017549,38.10100,711,0,CAMAC2-BA500-CMD-T3-B,43986,CMD-T3-BA000
2464,5750,5751,43989,04,0.000,0.000,1,1,1,1.014113,41.61106,711,0,CAMAC2-BA500-CMD-T4-B,43988,CMD-T4-BA000
2465,5751,5757,0,05,0.000,0.000,1,1,0,0.000000,0.00000,712,0,CMDBP1-BA230-CMD-BP-B,,
2466,5751,5757,0,06,0.000,0.000,1,1,0,0.000000,0.00000,712,0,CMDBP1-BA230-CMD-BP-B,,
2467,5751,5778,0,01,0.000,0.000,1,1,0,0.000000,0.00000,712,0,CMDBP1-BA230-CMDBP1SI,,
2468,5752,5756,42353,01,0.000,0.000,1,1,1,1.033972,37.71455,711,0,CAMAC4-BA500-CMQ-T1-B,42352,CMQ-T1-BA000
2469,5752,5756,42355,02,0.000,0.000,1,1,1,1.010216,37.71458,711,0,CAMAC4-BA500-CMQ-T2-B,42354,CMQ-T2-BA000
2470,5761,5763,0,01,0.000,0.000,1,1,0,0.000000,0.00000,712,0,POLO---BA230-POLO---B,,
2471,5761,5763,0,02,0.000,0.000,1,1,0,0.000000,0.00000,712,0,POLO---BA230-POLO---B,,
2472,5761,5763,5892,03,0.000,0.000,1,1,1,0.993970,34.96795,712,0,POLO---BA230-PLOT3--B,5890,PLOT3--BA000
2473,5771,5751,0,01,0.000,0.000,1,1,0,0.000000,0.00000,712,0,CMDBP2SIN000-CMDBP1-B,,
2474,5782,5786,0,03,0.000,0.000,1,1,0,0.000000,0.00000,712,0,CATU---BA230-CATU---B,,
2475,5782,5786,5791,01,0.000,0.000,1,1,1,0.996045,33.11591,712,0,CATU---BA230-CTUT1--B,5788,CTUT1--BA000
2476,5782,5786,5792,02,0.000,0.000,1,1,1,0.992231,32.94811,712,0,CATU---BA230-CTUT2--B,5789,CTUT2--BA000
2477,5787,5790,44120,01,0.000,0.000,1,1,1,1.000529,20.36205,712,0,ITABUT-BA230-ITA-T1-B,44119,ITA-T1-BA000
2478,5787,5790,44122,02,0.000,0.000,1,1,1,1.000529,20.36205,712,0,ITABUT-BA230-ITA-T2-B,44121,ITA-T2-BA000
2479,5787,5790,44124,03,0.000,0.000,1,1,1,1.000529,20.36205,712,0,ITABUT-BA230-ITA-T3-B,44123,ITA-T3-BA000
2480,5797,5798,44836,01,0.000,0.000,1,1,1,0.972443,31.48855,712,0,FEIRAS-BA230-FRAST1-B,44835,FRAST1-BA000
2481,5797,5798,44838,02,0.000,0.000,1,1,1,0.972711,31.66538,712,0,FEIRAS-BA230-FRAST2-B,44837,FRAST2-BA000
2482,5802,5803,0,03,0.000,0.000,1,1,0,0.000000,0.00000,712,0,COTEGI-BA230-COTEGI-B,,
2483,5802,5803,0,04,0.000,0.000,1,1,0,0.000000,0.00000,712,0,COTEGI-BA230-COTEGI-B,,
2484,5802,5803,0,05,0.000,0.000,1,1,0,0.000000,0.00000,712,0,COTEGI-BA230-COTEGI-B,,
2485,5802,5803,5809,02,0.000,0.000,1,1,1,0.992884,32.87804,712,0,COTEGI-BA230-CTGT2--B,5807,CTGT2--BA000
2486,5802,5803,7044,01,0.000,0.000,1,1,1,0.993701,32.60312,712,0,COTEGI-BA230-CTG-T1-B,7043,CTG-T1-BA000
2487,5814,5816,0,01,0.000,0.000,1,1,0,0.000000,0.00000,742,0,MVENTO-RN069-MVENTO-R,,
2488,5814,5816,0,02,0.000,0.000,1,1,0,0.000000,0.00000,742,0,MVENTO-RN069-MVENTO-R,,
2489,5819,5820,0,01,0.000,0.000,1,1,0,0.000000,0.00000,712,0,GLOBALUTE000-GLOBA1UT,,
2490,5819,5823,0,01,0.000,0.000,1,1,0,0.000000,0.00000,712,0,GLOBALUTE000-GLOBA2UT,,
2491,5821,5827,0,01,0.000,0.000,1,1,0,0.000000,0.00000,716,0,TERMBA-BA230-CFURTAUT,,
2492,5822,5826,5830,01,0.000,0.000,1,1,1,1.008538,36.62446,712,0,JACARA-BA230-JCRT1--B,5825,JCRT1--BA000
2493,5822,5826,0,03,0.000,0.000,1,1,0,0.000000,0.00000,712,0,JACARA-BA230-JACARA-B,,
2494,5822,5826,5831,02,0.000,0.000,1,1,1,1.008534,36.62315,712,0,JACARA-BA230-JCRT2--B,5829,JCRT2--BA000
2495,5824,44088,0,01,0.000,0.000,1,1,0,0.000000,0.00000,715,0,DOW----BA230-DOW-T1-B,,
2496,5824,44089,0,01,0.000,0.000,1,1,0,0.000000,0.00000,715,0,DOW----BA230-DOW-T2-B,,
2497,5832,5833,0,01,0.000,0.000,1,1,0,0.000000,0.00000,712,0,PIRAJA-BA230-PIRAJA-B,,
2498,5832,5833,0,02,0.000,0.000,1,1,0,0.000000,0.00000,712,0,PIRAJA-BA230-PIRAJA-B,,
2499,5836,5837,44916,01,0.000,0.000,1,1,1,1.017537,58.05359,741,0,JPESII-PB500-JPESII-P,44915,JPESII-PB000
2500,5836,5837,45313,02,0.000,0.000,1,1,1,1.017537,58.05359,741,0,JPESII-PB500-JPIIT2-P,45312,JPIIT2-PB000
2501,5837,5838,44917,01,0.000,0.000,1,1,1,1.008422,57.07650,742,0,JPESII-PB230-JPEST1-P,44918,JPEST1-PB000
2502,5837,5838,44919,02,0.000,0.000,1,1,1,1.008422,57.07650,742,0,JPESII-PB230-JPEST2-P,44920,JPEST2-PB000
2503,5841,5853,0,01,0.000,0.000,1,1,0,0.000000,0.00000,761,0,PACABA-CE500-PACABA-C,,
2504,5841,5853,0,02,0.000,0.000,1,1,0,0.000000,0.00000,761,0,PACABA-CE500-PACABA-C,,
2505,5842,5843,0,01,0.000,0.000,1,1,0,0.000000,0.00000,712,0,PITUAC-BA230-PITUAC-B,,
2506,5842,5843,5845,03,0.000,0.000,1,1,1,1.004572,33.20334,712,0,PITUAC-BA230-PTUT3--B,5844,PTUT3--BA000
2507,5842,5843,5847,02,0.000,0.000,1,1,1,1.004847,33.30439,712,0,PITUAC-BA230-PTUT2--B,5846,PTUT2--BA000
2508,5842,5843,5849,04,0.000,0.000,1,1,1,1.004541,33.19123,712,0,PITUAC-BA230-PTUT4--B,5848,PTUT4--BA000
2509,5850,5851,0,01,0.000,0.000,1,1,0,0.000000,0.00000,743,0,ASSUV--RN138-ASSUV--R,,
2510,5852,5856,0,01,0.000,0.000,1,1,0,0.000000,0.00000,712,0,MATATU-BA230-MATATU-B,,
2511,5852,5856,0,02,0.000,0.000,1,1,0,0.000000,0.00000,712,0,MATATU-BA230-MATATU-B,,
2512,5852,5856,0,03,0.000,0.000,1,1,0,0.000000,0.00000,712,0,MATATU-BA230-MATATU-B,,
2513,5852,5863,0,04,0.000,0.000,1,1,0,0.000000,0.00000,712,0,MATATU-BA230-MTTT04-B,,
2514,5852,5864,0,05,0.000,0.000,1,1,0,0.000000,0.00000,712,0,MATATU-BA230-MTTT05-B,,
2515,5852,5856,44607,08,0.000,0.000,1,1,1,1.012671,35.30537,712,0,MATATU-BA230-MTTT08-B,44608,MTTT08-BA000
2516,5853,5855,0,01,0.000,0.000,1,1,0,0.000000,0.00000,762,0,PACABA-CE230-PACABA-C,,
2517,5853,5855,0,02,0.000,0.000,1,1,0,0.000000,0.00000,762,0,PACABA-CE230-PACABA-C,,
2518,5861,5862,0,03,0.000,0.000,1,1,0,0.000000,0.00000,712,0,POCOES-BA230-POCOES-B,,
2519,5861,5862,5867,01,0.000,0.000,1,1,1,1.024129,26.41131,712,0,POCOES-BA230-POD-T1-B,5866,POD-T1-BA000
2520,5861,5862,5869,02,0.000,0.000,1,1,1,1.024143,26.41024,712,0,POCOES-BA230-POD-T2-B,5868,POD-T2-BA000
2521,5871,5873,0,01,0.000,0.000,1,1,0,0.000000,0.00000,712,0,TOMBA--BA230-TOMBA--B,,
2522,5871,5873,0,02,0.000,0.000,1,1,0,0.000000,0.00000,712,0,TOMBA--BA230-TOMBA--B,,
2523,5871,5873,0,03,0.000,0.000,1,1,0,0.000000,0.00000,712,0,TOMBA--BA230-TOMBA--B,,
2524,5871,5873,0,04,0.000,0.000,1,1,0,0.000000,0.00000,712,0,TOMBA--BA230-TOMBA--B,,
2525,5881,5883,5887,01,0.000,0.000,1,1,1,0.996866,34.36351,712,0,G.MANG-BA230-GVMT1--B,5884,GVMT1--BA000
2526,5880,5881,5883,02,0.000,0.000,1,1,1,0.997124,34.40615,712,0,GVMT2--BA000-GVMT2--B,5885,GVMT2--BA000
2527,5882,5888,0,01,0.000,0.000,1,1,0,0.000000,0.00000,712,0,P.CAVA-BA230-P.CAVAUH,,
2528,5891,5893,0,01,0.000,0.000,1,1,0,0.000000,0.00000,712,0,SA.JES-BA230-SA.JES-B,,
2529,5891,5893,0,02,0.000,0.000,1,1,0,0.000000,0.00000,712,0,SA.JES-BA230-SA.JES-B,,
2530,5891,5893,0,03,0.000,0.000,1,1,0,0.000000,0.00000,712,0,SA.JES-BA230-SA.JES-B,,
2531,5902,5904,0,01,0.000,0.000,1,1,0,0.000000,0.00000,712,0,FUNIL--BA230-FUNIL--B,,
2532,5902,5904,0,02,0.000,0.000,1,1,0,0.000000,0.00000,712,0,FUNIL--BA230-FUNIL--B,,
2533,5902,5904,0,03,0.000,0.000,1,1,0,0.000000,0.00000,712,0,FUNIL--BA230-FUNIL--B,,
2534,5902,5904,0,06,0.000,0.000,1,1,0,0.000000,0.00000,712,0,FUNIL--BA230-FUNIL--B,,
2535,5902,9527,0,08,0.000,0.000,1,1,0,0.000000,0.00000,712,0,FUNIL--BA230-FUNIL-CE,,
2536,5904,5911,0,01,0.000,0.000,1,1,0,0.000000,0.00000,713,0,FUNIL--BA138-FUNILT-B,,
2537,5904,5915,0,01,0.000,0.000,1,1,0,0.000000,0.00000,713,0,FUNIL--BA138-FUNIL--B,,
2538,5915,5920,0,01,0.000,0.000,1,1,0,0.000000,0.00000,713,0,FUNIL--BA013-UFL01GUH,,
2539,5915,5921,0,01,0.000,0.000,1,1,0,0.000000,0.00000,713,0,FUNIL--BA013-UFL02GUH,,
2540,5915,5922,0,01,0.000,0.000,1,1,0,0.000000,0.00000,713,0,FUNIL--BA013-UFL03GUH,,
2541,5924,5925,0,01,0.000,0.000,1,1,0,0.000000,0.00000,761,0,JAGUAD-CE500-JAGUAD-C,,
2542,5924,5925,0,02,0.000,0.000,1,1,0,0.000000,0.00000,761,0,JAGUAD-CE500-JAGUAD-C,,
2543,5924,5929,0,01,0.000,0.000,1,1,0,0.000000,0.00000,761,0,JAGUAD-CE500-JAGUADCE,,
2544,5926,7978,9497,01,0.000,0.000,1,1,1,1.003647,70.99467,741,0,SLUZI2-PB500-SL2-T1-P,9496,SL2-T1-PB000
2545,5941,5944,0,01,0.000,0.000,1,1,0,0.000000,0.00000,712,0,BRUMAD-BA230-BRUMAD-B,,
2546,5941,5944,0,02,0.000,0.000,1,1,0,0.000000,0.00000,712,0,BRUMAD-BA230-BRUMAD-B,,
2547,5941,5947,7318,04,0.000,0.000,1,1,1,1.036789,26.74145,712,0,BRUMAD-BA230-BDD-T4-B,7317,BDD-T4-BA000
2548,5941,5947,7973,05,0.000,0.000,1,1,1,1.034305,26.72207,712,0,BRUMAD-BA230-BDD-T5-B,7974,BDD-T5-BA000
2549,5958,5959,0,01,0.000,0.000,1,1,0,0.000000,0.00000,762,0,RIOALT-PB230-RIOALT-P,,
2550,5958,8966,0,02,0.000,0.000,1,1,0,0.000000,0.00000,762,0,RIOALT-PB230-RIOAL2-P,,
2551,5960,5966,0,01,0.000,0.000,1,1,0,0.000000,0.00000,741,0,BL-SUL-RN138-BSULB1-R,,
2552,5960,8685,0,02,0.000,0.000,1,1,0,0.000000,0.00000,741,0,BL-SUL-RN138-BSULB2-R,,
2553,5961,5963,0,01,0.000,0.000,1,1,0,0.000000,0.00000,712,0,ITBNIN-SE230-ITBNIN-S,,
2554,5961,5963,0,03,0.000,0.000,1,1,0,0.000000,0.00000,712,0,ITBNIN-SE230-ITBNIN-S,,
2555,5961,5963,5965,02,0.000,0.000,1,1,1,0.997001,37.74514,712,0,ITBNIN-SE230-ITHT2--S,5964,ITHT2--SE000
2556,5962,5967,0,01,0.000,0.000,1,1,0,0.000000,0.00000,741,0,BL-NOR-RN138-BNORB1-R,,
2557,5962,8687,0,02,0.000,0.000,1,1,0,0.000000,0.00000,741,0,BL-NOR-RN138-BNORB2-R,,
2558,5969,5982,0,01,0.000,0.000,1,1,0,0.000000,0.00000,712,0,BWGUI1-BA069-BWG1B1-B,,
2559,5969,5982,0,02,0.000,0.000,1,1,0,0.000000,0.00000,712,0,BWGUI1-BA069-BWG1B1-B,,
2560,5969,8690,0,03,0.000,0.000,1,1,0,0.000000,0.00000,712,0,BWGUI1-BA069-BWG1B2-B,,
2561,5970,5975,0,01,0.000,0.000,1,1,0,0.000000,0.00000,712,0,ITAPEB-BA230-ITAPEBUH,,
2562,5971,5973,0,01,0.000,0.000,1,1,0,0.000000,0.00000,716,0,VERACE-BA230-VERACE-B,,
2563,5971,5979,0,01,0.000,0.000,1,1,0,0.000000,0.00000,716,0,VERACE-BA230-EKA----B,,
2564,5972,5974,0,01,0.000,0.000,1,1,0,0.000000,0.00000,712,0,EUNAPO-BA230-EUNAPO-B,,
2565,5972,5974,0,02,0.000,0.000,1,1,0,0.000000,0.00000,712,0,EUNAPO-BA230-EUNAPO-B,,
2566,5972,5974,0,03,0.000,0.000,1,1,0,0.000000,0.00000,712,0,EUNAPO-BA230-EUNAPO-B,,
2567,5972,5974,0,04,0.000,0.000,1,1,0,0.000000,0.00000,712,0,EUNAPO-BA230-EUNAPO-B,,
2568,5978,5973,0,01,0.000,0.000,1,1,0,0.000000,0.00000,716,0,VERACEUTE001-VERACE-B,,
2569,5980,5984,0,01,0.000,0.000,1,1,0,0.000000,0.00000,712,0,BWGUI2-BA069-BWG2B1-B,,
2570,5980,5984,0,02,0.000,0.000,1,1,0,0.000000,0.00000,712,0,BWGUI2-BA069-BWG2B1-B,,
2571,5980,8692,0,03,0.000,0.000,1,1,0,0.000000,0.00000,712,0,BWGUI2-BA069-BWG2B2-B,,
2572,5981,5983,0,01,0.000,0.000,1,1,0,0.000000,0.00000,712,0,NARAND-BA230-NBA1---B,,
2573,5981,5983,0,02,0.000,0.000,1,1,0,0.000000,0.00000,712,0,NARAND-BA230-NBA1---B,,
2574,5981,5983,0,03,0.000,0.000,1,1,0,0.000000,0.00000,712,0,NARAND-BA230-NBA1---B,,
2575,5981,5983,8959,04,0.000,0.000,1,1,1,1.008817,35.33508,712,0,NARAND-BA230-NBA-T4-B,8960,NBA-T4-BA000
2576,5988,5986,0,01,0.000,0.000,1,1,0,0.000000,0.00000,703,0,SPEDRO-BA069-SPEDRO-B,,
2577,5989,5990,0,01,0.000,0.000,1,1,0,0.000000,0.00000,741,0,C.VENT-RN138-CVENT1-R,,
2578,5989,5992,0,01,0.000,0.000,1,1,0,0.000000,0.00000,741,0,C.VENT-RN138-CVENT2-R,,
2579,5991,5993,7189,01,0.000,0.000,1,1,1,0.982795,14.34443,712,0,TFREIT-BA230-TFDT1--B,7188,TFDT1--BA000
2580,5991,5993,7198,02,0.000,0.000,1,1,1,0.978020,13.19314,712,0,TFREIT-BA230-TFDT2--B,7192,TFDT2--BA000
2581,6000,5796,0,01,0.000,0.000,1,1,0,0.000000,0.00000,712,0,ALAGO2-BA230-ALAGO2-B,,
2582,6000,5796,0,02,0.000,0.000,1,1,0,0.000000,0.00000,712,0,ALAGO2-BA230-ALAGO2-B,,
2583,6001,6003,6005,01,0.000,0.000,1,1,1,0.975644,45.18413,862,0,ENCRUZ-MA230-ENCRUZ-M,6004,ENCRUZ-MA000
2584,6001,6003,44055,02,0.000,0.000,1,1,1,0.975644,45.18413,862,0,ENCRUZ-MA230-ENCRT2-M,6008,ENCRT2-MA000
2585,6011,6013,0,02,0.000,0.000,1,1,0,0.000000,0.00000,762,0,IBIAPI-CE230-IBIAPI-C,,
2586,6017,6018,0,01,0.000,0.000,1,1,0,0.000000,0.00000,772,0,SBASIL-PI230-SBASIL-P,,
2587,6017,6018,0,02,0.000,0.000,1,1,0,0.000000,0.00000,772,0,SBASIL-PI230-SBASIL-P,,
2588,6032,6033,0,01,0.000,0.000,1,1,0,0.000000,0.00000,742,0,RVENTO-RN230-RVENTO-R,,
2589,6032,6034,0,01,0.000,0.000,1,1,0,0.000000,0.00000,742,0,RVENTO-RN230-RVENT--R,,
2590,6040,5745,0,01,0.000,0.000,1,1,0,0.000000,0.00000,762,0,AB-MT--RN230-FLORES-R,,
2591,6040,6041,0,01,0.000,0.000,1,1,0,0.000000,0.00000,762,0,AB-MT--RN230-AB-MT--R,,
2592,6059,6058,0,01,0.000,0.000,1,1,0,0.000000,0.00000,762,0,AMAZON-RN230-AMZ-B1-R,,
2593,6059,6576,0,01,0.000,0.000,1,1,0,0.000000,0.00000,762,0,AMAZON-RN230-AMZ-B2-R,,
2594,6060,9528,0,01,0.000,0.000,1,1,0,0.000000,0.00000,701,0,GENDO2-BA500-GOURO-CE,,
2595,6060,6061,42393,01,0.000,0.000,1,1,1,0.995389,56.60443,701,0,GENDO2-BA500-GOR-T1-B,42392,GOR-T1-BA000
2596,6060,6061,42395,02,0.000,0.000,1,1,1,0.995103,57.23808,701,0,GENDO2-BA500-GOR-T2-B,42394,GOR-T2-BA000
2597,6060,6061,45303,03,0.000,0.000,1,1,1,0.995103,57.23808,701,0,GENDO2-BA500-GOR-T3-B,45304,GOR-T3-BA000
2598,6062,6063,0,01,0.000,0.000,1,1,0,0.000000,0.00000,702,0,TABBJV-BA230-UFVITU-B,,
2599,6062,6063,0,02,0.000,0.000,1,1,0,0.000000,0.00000,702,0,TABBJV-BA230-UFVITU-B,,
2600,6067,6009,0,01,0.000,0.000,1,1,0,0.000000,0.00000,722,0,CLEMNT-PE230-CLE-B1-P,,
2601,6067,6012,0,01,0.000,0.000,1,1,0,0.000000,0.00000,722,0,CLEMNT-PE230-CLE-B2-P,,
2602,6070,6071,42397,01,0.000,0.000,1,1,1,1.027656,59.71170,701,0,OUROLN-BA500-OUR-T1-B,42396,OUR-T1-BA000
2603,6070,6071,42399,02,0.000,0.000,1,1,1,1.027233,59.81066,701,0,OUROLN-BA500-OUR-T2-B,42398,OUR-T2-BA000
2604,6070,6071,45301,03,0.000,0.000,1,1,1,1.027233,59.81066,701,0,OUROLN-BA500-OUR-T3-B,45302,OUR-T3-BA000
2605,6081,6083,0,02,0.000,0.000,1,1,0,0.000000,0.00000,722,0,ARAPIR-AL230-ARAPIR-A,,
2606,6081,6083,6085,01,0.000,0.000,1,1,1,0.992182,40.85046,722,0,ARAPIR-AL230-ARAT1--A,6086,ARAT1--AL000
2607,6091,6093,6685,01,0.000,0.000,1,1,1,1.017087,72.28704,742,0,MOSSO4-RN230-MSQT1--R,6684,MSQT1--RN000
2608,6101,6103,6690,01,0.000,0.000,1,1,1,1.019544,83.79592,742,0,TOUROS-RN230-TOUROS-R,6689,TOUROS-RN000
2609,6107,6228,0,01,0.000,0.000,1,1,0,0.000000,0.00000,702,0,CFORMO-BA230-CFORM1-B,,
2610,6107,6240,0,01,0.000,0.000,1,1,0,0.000000,0.00000,702,0,CFORMO-BA230-CFORM2-B,,
2611,6130,6132,42371,01,0.000,0.000,1,1,1,1.032363,73.82383,741,0,CEAMIR-RN500-CID-T1-R,42370,CID-T1-RN000
2612,6130,6132,42373,02,0.000,0.000,1,1,1,1.032363,73.82383,741,0,CEAMIR-RN500-CID-T2-R,42372,CID-T2-RN000
2613,6131,6133,0,01,0.000,0.000,1,1,0,0.000000,0.00000,742,0,EXTREM-RN230-EXTREM-R,,
2614,6131,6133,0,02,0.000,0.000,1,1,0,0.000000,0.00000,742,0,EXTREM-RN230-EXTREM-R,,
2615,6131,9529,0,05,0.000,0.000,1,1,0,0.000000,0.00000,742,0,EXTREM-RN230-EXTRMZCE,,
2616,6132,7033,0,05,0.000,0.000,1,1,0,0.000000,0.00000,742,0,CEAMIR-RN230-CID---CE,,
2617,6140,6142,44063,01,0.000,0.000,1,1,1,1.016270,80.39223,741,0,J.CAM3-RN500-JC3-T1-R,44062,JC3-T1-RN000
2618,6141,6143,0,02,0.000,0.000,1,1,0,0.000000,0.00000,742,0,JCAMAR-RN230-JCAMAR-R,,
2619,6141,6143,0,03,0.000,0.000,1,1,0,0.000000,0.00000,742,0,JCAMAR-RN230-JCAMAR-R,,
2620,6141,6143,6247,01,0.000,0.000,1,1,1,1.023280,76.37136,742,0,JCAMAR-RN230-JCD04T-R,6246,JCD04T-RN000
2621,6146,6149,0,01,0.000,0.000,1,1,0,0.000000,0.00000,742,0,RIACHA-RN230-RIACHA-R,,
2622,6146,6149,0,02,0.000,0.000,1,1,0,0.000000,0.00000,742,0,RIACHA-RN230-RIACHA-R,,
2623,6168,6769,0,01,0.000,0.000,1,1,0,0.000000,0.00000,741,0,MVENT2-RN138-MVENT2-R,,
2624,6171,6173,0,03,0.000,0.000,1,1,0,0.000000,0.00000,702,0,IGAPO2-BA230-IGAPO2-B,,
2625,6171,6173,6236,01,0.000,0.000,1,1,1,1.027139,40.80026,702,0,IGAPO2-BA230-IGDT1--B,6234,IGDT1--BA000
2626,6171,6173,6237,02,0.000,0.000,1,1,1,1.027051,40.81254,702,0,IGAPO2-BA230-IGDT2--B,6235,IGDT2--BA000
2627,6184,8480,8481,01,0.000,0.000,1,1,1,1.026584,88.14598,741,0,FEIJAO-RN138-BDF-T1-R,8478,BDF-T1-RN000
2628,6184,8482,8483,02,0.000,0.000,1,1,1,1.025321,86.68006,741,0,FEIJAO-RN138-BDF-T2-R,8479,BDF-T2-RN000
2629,6200,5009,0,01,0.000,0.000,1,1,0,0.000000,0.00000,712,0,USDG1--BA138-PAF2G1UH,,
2630,6201,5010,0,01,0.000,0.000,1,1,0,0.000000,0.00000,712,0,USDG2--BA138-PAF2G2UH,,
2631,6202,5012,0,01,0.000,0.000,1,1,0,0.000000,0.00000,712,0,P.AFON-BA138-PAF2G4UH,,
2632,6204,6205,0,01,0.000,0.000,1,1,0,0.000000,0.00000,702,0,CAETIT-BA230-CAETIT-B,,
2633,6210,6211,0,01,0.000,0.000,1,1,0,0.000000,0.00000,742,0,U.VENT-RN230-U.VENT-R,,
2634,6210,6211,0,02,0.000,0.000,1,1,0,0.000000,0.00000,742,0,U.VENT-RN230-U.VENT-R,,
2635,6210,6212,0,01,0.000,0.000,1,1,0,0.000000,0.00000,742,0,U.VENT-RN230-U.VENT-R,,
2636,6210,6519,0,01,0.000,0.000,1,1,0,0.000000,0.00000,742,0,U.VENT-RN230-UVENTB-R,,
2637,6220,6221,42379,01,0.000,0.000,1,1,1,0.987885,36.67943,701,0,IGAPOR-BA500-IGT-T1-B,42378,IGT-T1-BA000
2638,6220,6221,42381,02,0.000,0.000,1,1,1,0.911522,36.76748,701,0,IGAPOR-BA500-IGT-T2-B,42380,IGT-T2-BA000
2639,6220,6221,42383,03,0.000,0.000,1,1,1,0.910755,36.66582,701,0,IGAPOR-BA500-IGT-T3-B,42382,IGT-T3-BA000
2640,6220,6221,42385,04,0.000,0.000,1,1,1,0.994215,36.67332,701,0,IGAPOR-BA500-IGT-T4-B,42384,IGT-T4-BA000
2641,6225,6226,6273,01,0.000,0.000,1,1,1,1.022176,44.87200,702,0,PINDAI-BA230-PNDT1--B,6272,PNDT1--BA000
2642,6225,6226,6275,02,0.000,0.000,1,1,1,1.023286,44.68745,702,0,PINDAI-BA230-PNDT2--B,6274,PNDT2--BA000
2643,6249,6248,0,01,0.000,0.000,1,1,0,0.000000,0.00000,702,0,G.OUR1-BA138-GOI-B1-B,,
2644,6249,6248,0,02,0.000,0.000,1,1,0,0.000000,0.00000,702,0,G.OUR1-BA138-GOI-B1-B,,
2645,6262,6265,0,02,0.000,0.000,1,1,0,0.000000,0.00000,712,0,ZEBUII-AL230-ZEBUII-A,,
2646,6262,6265,0,03,0.000,0.000,1,1,0,0.000000,0.00000,712,0,ZEBUII-AL230-ZEBUII-A,,
2647,6262,6265,44014,01,0.000,0.000,1,1,1,1.017164,54.12976,712,0,ZEBUII-AL230-ZBU-T1-A,44013,ZBU-T1-AL000
2648,6265,6254,0,04,0.000,0.000,1,1,0,0.000000,0.00000,714,0,ZEBUII-AL069-ZEBU---B,,
2649,6265,6254,0,05,0.000,0.000,1,1,0,0.000000,0.00000,714,0,ZEBUII-AL069-ZEBU---B,,
2650,6280,6124,0,01,0.000,0.000,1,1,0,0.000000,0.00000,702,0,FSERRA-BA230-FSERRA-B,,
2651,6281,6208,0,01,0.000,0.000,1,1,0,0.000000,0.00000,702,0,ABIL-I-BA230-ABIL-I-B,,
2652,6290,7034,0,05,0.000,0.000,1,1,0,0.000000,0.00000,701,0,M.CHAP-BA500-MCH---CE,,
2653,6290,6291,42357,04,0.000,0.000,1,1,1,1.070491,53.65735,701,0,M.CHAP-BA500-MCP-T4-B,42356,MCP-T4-BA000
2654,6290,6291,42359,05,0.000,0.000,1,1,1,1.070491,53.65735,701,0,M.CHAP-BA500-MCP-T5-B,42358,MCP-T5-BA000
